@relation 0_credit-data_v2

@attribute clientid numeric
@attribute income numeric
@attribute age numeric
@attribute loan numeric
@attribute default numeric

@data
223,45788.7471,41.261946,5894.041317,0
224,65705.010823,50.928432,1969.794134,0
225,32434.702506,41.353171,2738.440496,0
226,58121.668575,27.3018,7531.101249,1
227,62498.507246,31.909691,3312.877622,0
228,26090.725877,48.07852,4255.626392,0
229,64780.938537,20.228101,8402.415586,1
230,65588.403416,22.918212,7879.738136,1
231,65743.703668,52.300504,7724.571414,0
232,37164.521583,47.295455,1445.802189,0
233,65176.52978,48.963211,2365.28749,0
234,34615.542174,25.51439,6476.760852,1
235,59079.465054,58.638332,10326.089773,0
236,56267.171637,22.486136,7329.243164,1
237,34862.821286,54.964873,6040.772062,0
238,60521.3641,45.424993,8035.883173,0
239,42276.782908,57.930696,8055.305084,0
240,38451.177713,63.421455,3441.261416,0
241,45985.108654,53.533889,7382.056426,0
242,51000.422442,27.802998,778.732696,0
243,31523.107765,40.446168,5174.570569,0
244,28648.676751,18.39697,1870.925253,0
245,27514.427963,21.897698,3400.910744,1
246,27441.000384,37.39907,1455.047602,0
247,67709.241591,50.412932,5136.819308,0
248,38600.707187,44.722796,2749.080191,0
249,30950.295406,26.310194,5043.148637,1
250,27083.822868,60.666659,3286.212882,0
251,21512.745267,24.779528,2453.376121,0
252,34796.00356,58.4879,443.666538,0
253,27089.392841,51.294197,1851.311563,0
254,25259.401631,39.739766,4341.008082,0
255,47007.313585,45.019796,4069.402646,0
256,20358.665024,53.61518,1064.686918,0
257,67900.226526,43.514304,7902.742965,0
258,54418.470995,55.222066,5630.741221,0
259,51288.554694,29.920748,6536.966363,1
260,28199.601632,36.668704,3871.688902,0
261,22199.615142,60.104819,1498.390919,0
262,50514.469626,57.37965,2003.65357,0
263,34414.240338,54.530172,617.538752,0
264,37633.087432,29.421413,868.162473,0
265,55235.504073,47.00526,4910.547658,0
266,45587.551843,62.022138,8366.614268,0
267,52757.794939,53.082214,2321.206314,0
268,41174.808126,52.339376,2888.44471,0
269,25685.535201,39.009189,490.742921,0
270,28145.303,55.54763,4805.971549,0
271,52094.218372,40.844508,495.021199,0
272,33552.385976,25.159611,6054.244126,1
273,37400.933767,50.108487,1693.137378,0
274,21605.72509,23.23817,2828.308618,1
275,57562.891736,56.600567,8508.835399,0
276,62288.539605,25.602173,10657.106123,1
277,22767.264203,45.123281,1205.786013,0
278,20943.043327,19.819631,4098.11579,1
279,20622.860098,30.414033,3518.452629,1
280,48436.664632,49.02785,5851.409789,0
281,27574.634184,57.643709,1017.39616,0
282,62889.362143,33.24565,6525.151793,0
283,37683.200492,55.587211,7414.552853,0
284,54974.455496,61.984203,8922.199717,0
285,56326.086672,40.405455,4816.776074,0
286,65670.883439,50.004698,3950.870172,0
287,50730.733392,41.970067,1879.059662,0
288,64184.915791,46.447036,1854.239613,0
289,66179.324109,48.120799,3646.93786,0
290,24969.526804,45.120993,3595.501942,0
291,54925.518266,40.805603,554.488345,0
292,67879.248019,43.597209,10433.474345,0
293,67787.526762,53.36234,9607.498847,0
294,31657.619302,37.778664,1448.071984,0
295,36559.135029,19.716176,3030.267241,0
296,57787.565659,22.644669,6339.850844,0
297,42521.726007,47.704289,2661.612516,0
298,51935.180631,21.495505,5649.452468,0
299,45677.876128,51.693056,2966.246125,0
300,51363.595813,21.021997,761.422404,0
301,27218.56103,55.17102,4145.003587,0
302,43677.629221,32.55303,6739.858598,1
303,21533.595507,57.901683,1971.55422,0
304,28010.190935,55.3669,3971.155479,0
305,51589.282746,50.313465,56.990974,0
306,50480.952689,27.080391,8831.184365,1
307,43957.350582,21.144849,5416.357798,1
308,61878.346552,33.00636,567.668773,0
309,60153.336967,20.30086,6472.347007,0
310,33388.583343,62.001675,4551.876889,0
311,41310.401778,53.576941,4481.162213,0
312,25576.953932,51.932268,1922.656626,0
313,51455.098453,37.285684,9447.117157,0
314,48134.156927,47.969675,2075.596112,0
315,51348.527304,52.43674,1507.891341,0
316,20532.823731,54.623234,1897.780821,0
317,33297.214021,46.57996,3674.74134,0
318,55858.549236,25.866534,5630.444972,0
319,43777.51848,20.010928,3601.299685,0
320,27789.519057,58.519133,186.828074,0
321,36132.423875,34.29426,99.449591,0
322,20145.988597,21.282784,839.839063,0
323,63108.707387,43.193942,5757.848995,0
324,26581.614527,61.953374,5090.392774,0
325,62040.889629,62.049801,7643.631046,0
326,69958.705541,30.53602,8755.691977,1
327,38082.519516,45.519977,4213.465259,0
328,45183.054176,33.895578,5953.453524,1
329,36242.447961,39.415471,5688.994849,0
330,44527.258903,42.090092,4588.472286,0
331,40496.255823,20.105459,4834.603798,0
332,24698.669305,48.912557,2427.650788,0
333,60560.305526,49.750586,1994.621134,0
334,48018.211457,50.204139,6120.090021,0
335,30216.251959,26.563717,2116.53731,0
336,61742.239951,44.872608,8068.319704,0
337,47288.426668,62.428467,4004.988852,0
338,24658.899317,59.436501,590.598081,0
339,64644.348102,58.840657,9848.171449,0
340,57517.72414,52.48607,4536.857209,0
341,52945.547788,54.631915,6262.007945,0
342,36366.990411,47.19141,371.040895,0
343,62113.729566,27.884415,11928.509856,1
344,62279.519502,26.666469,6801.405893,0
345,61799.084959,56.957961,5619.217604,0
346,50139.740009,30.267812,7758.799823,1
347,69566.684349,52.967088,9875.037183,0
348,44897.48837,51.358061,5732.399032,0
349,22572.302765,51.01624,724.193188,0
350,37123.079638,19.946684,5659.509278,1
351,68744.788649,60.730056,5207.883117,0
352,21081.194181,52.382833,2395.16535,0
353,58828.292117,32.40292,5947.645468,0
354,46706.458861,18.830336,7084.263509,1
355,32312.853383,28.15532,228.330804,0
356,60778.765024,43.013023,10021.049223,0
357,30948.041547,42.751354,3995.807295,0
358,60122.011572,62.909605,7189.350735,0
359,43321.68112,32.286254,743.867141,0
360,47904.341242,40.03927,6183.514146,0
361,58597.383245,53.288034,2588.490266,0
362,66091.905911,24.204141,8743.509701,1
363,47316.701377,27.064198,1940.674044,0
364,40872.639772,54.948062,5312.491706,0
365,35154.493484,52.899213,4037.719604,0
366,32222.818809,61.810616,934.477133,0
367,40447.672962,22.492924,1072.192659,0
368,48463.204554,50.52643,8120.25809,0
369,42843.099129,28.631786,839.869024,0
370,50310.422438,53.038697,8361.7191,0
371,57565.199961,37.737854,5353.561654,0
372,55066.18297,55.739201,9332.702666,0
373,46065.94821,52.838639,4947.308728,0
374,38309.585657,55.429134,3545.723971,0
375,54472.144756,59.245985,10836.383088,0
376,58695.094397,29.77441,1826.516302,0
377,54748.912312,31.596859,5438.093693,0
378,46328.171918,56.840831,7879.676208,0
379,49633.327469,38.989009,7915.313443,0
380,66339.783876,35.591905,2350.891508,0
381,62650.719662,33.484066,6425.365364,0
382,27646.780054,56.311669,3132.148692,0
383,21437.615755,45.7314,2563.960873,0
384,50648.198444,56.517307,7110.755833,0
385,29670.671844,53.5502,2928.984088,0
386,20258.538662,29.115532,2767.8373,1
387,34475.217974,42.307918,3162.133837,0
388,28926.432463,62.065251,750.067107,0
389,20660.668954,49.363881,1756.037625,0
390,24987.934092,49.065109,3946.898246,0
391,29672.560811,51.019805,607.909484,0
392,23241.599887,40.847756,457.196617,0
393,24217.228759,23.510767,2104.384323,0
394,65574.093342,23.513043,3031.246326,0
395,55994.458792,31.139257,680.619696,0
396,67369.332123,57.63424,2299.418172,0
397,23305.771493,28.217529,4521.004312,1
398,35195.466345,49.658406,2836.988178,0
399,27135.072618,54.83646,1387.248801,0
400,24037.165141,23.311574,2469.364426,0
401,51625.31323,44.808841,4592.24555,0
402,50705.766263,53.205822,1096.967075,0
403,58079.156901,18.663027,11540.045812,1
404,62192.467069,46.050789,1863.891003,0
405,62553.668411,63.924976,4641.704785,0
406,68147.957318,22.984394,12307.562323,1
407,27619.661407,47.540506,2774.832781,0
408,65330.192836,28.589987,4030.803692,0
409,26680.145836,47.76174,1671.184924,0
410,46104.598911,51.056359,2342.472921,0
411,44904.597644,44.206687,4953.773599,0
412,52934.594434,50.402982,3248.627718,0
413,43509.757756,18.075336,7363.037639,1
414,22118.357329,63.015947,3928.121846,0
415,56275.410024,30.249871,2224.88416,0
416,48630.979534,27.021677,5862.833029,1
417,64272.699999,37.778015,4929.878818,0
418,24349.002952,53.752523,3890.47105,0
419,34332.315256,36.501371,1225.720223,0
420,64940.241089,43.941041,8196.930726,0
421,30595.748015,40.911495,3495.069881,0
422,53422.216249,28.188531,7441.759617,1
423,69995.685578,52.719673,2084.370861,0
424,48270.796244,45.305851,6232.280399,0
425,27028.155588,48.109595,331.364309,0
426,23519.866092,34.393707,2368.381231,0
427,37302.083399,35.015404,2366.17424,0
428,55601.271852,18.842993,10533.455162,1
429,62678.645451,25.839394,333.441398,0
430,41602.433978,25.259869,7005.079292,1
431,27533.001329,46.765928,1551.420288,0
432,30594.176559,50.04382,118.342142,0
433,47846.945904,24.418357,3713.262688,0
434,55273.275001,25.416391,10282.997446,1
435,23086.255409,24.84996,1256.40116,0
436,29621.274879,32.455423,5575.253691,1
437,47533.920947,39.955194,6637.770871,0
438,62519.184179,44.409975,2324.547705,0
439,50878.959037,44.965126,3257.012629,0
440,58580.959511,56.626951,4317.715478,0
441,69445.649446,28.818274,10643.404179,1
442,60929.172351,60.058778,11146.07446,0
443,35496.665495,47.002746,168.054785,0
444,33572.423498,57.442219,3369.377023,0
445,55306.914349,20.140312,5272.535014,0
446,34141.927636,47.151149,3371.66431,0
447,40453.890949,20.709893,890.939535,0
448,69088.777415,53.935627,11246.488155,0
449,30885.692202,55.150759,5216.354091,0
450,58683.22632,24.844959,271.734468,0
451,60675.812156,39.963906,11617.748909,0
452,68460.680025,35.7756,949.956625,0
453,63653.839908,27.515369,8866.527185,1
454,42522.575757,18.326122,5036.25528,0
455,54140.429134,30.888893,7896.223766,1
456,47548.362617,47.8391,6153.936564,0
457,24114.012257,52.335816,3900.829601,0
458,20686.23909,33.280524,3052.576691,1
459,21412.308612,26.38271,2639.710126,1
460,69391.146598,63.800671,2550.265147,0
461,32319.262221,42.931993,2733.420559,0
462,52862.947136,47.331397,9754.152239,0
463,48383.276146,39.704726,2763.263955,0
464,36430.538404,38.227442,5855.185594,0
465,44268.894014,27.933171,6043.143106,1
466,63806.329253,56.632166,114.499967,0
467,46195.777173,32.413599,927.067594,0
468,23743.160772,42.734578,3254.74895,0
469,22089.837485,21.296703,2584.022038,0
470,54707.288514,44.237881,10255.190112,0
471,23203.647188,58.568876,749.145368,0
472,25342.250678,40.36114,871.530091,0
473,31645.632819,32.163271,5193.838197,1
474,32306.808401,21.906306,3603.364078,0
475,61262.816323,49.41303,5564.163603,0
476,26388.727296,19.371521,1191.332138,0
477,53009.425434,36.074479,3589.253506,0
478,58163.540675,58.747485,2237.927764,0
479,38665.033928,55.125922,6152.004833,0
480,25289.047223,53.342725,3701.537602,0
481,66049.934032,29.315767,13172.681298,1
482,56282.982526,62.369889,8215.558384,0
483,35778.615233,30.628207,5544.654684,1
484,29174.240311,18.528628,665.577,0
485,55934.432561,60.75525,5643.179899,0
486,32256.861525,20.096399,2809.322185,0
487,68052.806919,28.758802,1415.718263,0
488,26957.05387,55.264877,4172.988238,0
489,48685.042018,32.533256,9698.582169,1
490,38288.071081,28.735432,1723.399373,0
491,42468.020825,28.625819,1902.26561,0
492,55377.773026,46.918222,6882.873416,0
493,54231.702785,21.274211,10156.142312,1
494,53283.258707,49.004693,4065.218795,0
495,52534.785476,47.183619,3810.131842,0
496,47847.515629,26.651838,8494.016431,1
497,59998.253272,54.308927,4659.535976,0
498,58684.513012,31.732265,5415.817417,0
499,49114.787932,61.481523,6388.85036,0
500,57179.402006,21.373122,2991.967351,0
501,69395.116477,23.951389,11047.684335,1
502,43963.738012,41.553842,4481.436861,0
503,66326.472471,40.980329,5602.160022,0
504,35886.726836,34.668349,843.749092,0
505,35578.234114,42.394597,3640.848886,0
506,48689.00043,36.563092,3859.471823,0
507,56510.835355,47.308286,9255.439649,0
508,50275.899963,41.819823,5541.821255,0
509,56665.494088,61.645123,11159.793165,0
510,42912.090539,60.582198,4550.122853,0
511,22169.729222,36.970717,947.199638,0
512,35919.80732,27.304124,1227.109484,0
513,61987.685265,27.631088,2618.243037,0
514,30044.683516,49.774064,1428.439625,0
515,61528.272419,55.903023,10897.90548,0
516,31196.491774,47.178785,987.261537,0
517,66003.959992,33.073515,11207.49523,1
518,56960.673844,25.517999,4856.483454,0
519,41315.10789,57.520094,1378.909057,0
520,64913.343841,26.766311,9781.326722,1
521,32804.904487,62.294391,4961.25568,0
522,25789.209798,26.49417,2410.277414,0
523,31908.354308,38.252512,1857.461578,0
524,56050.302582,23.97383,6870.83901,1
525,66505.775687,25.618241,6571.197021,0
526,57504.071742,55.717134,8107.267645,0
527,44619.111489,59.852487,2474.977159,0
528,21158.935286,54.303913,3562.308296,0
529,22765.190916,20.587427,540.617725,0
530,25052.820256,45.573993,3367.701923,0
531,61006.107302,54.181296,5850.770691,0
532,62321.242474,45.890283,10649.07205,0
533,49604.544211,51.944009,7045.919202,0
534,48433.373489,28.531997,789.633361,0
535,57590.283283,19.497103,7676.310663,1
536,62691.701371,25.064379,8244.7489,1
537,51121.656869,58.527181,6471.628202,0
538,22516.540349,55.518927,4267.451902,0
539,60857.235051,37.394287,10486.744346,0
540,62908.35748,51.146827,3213.898146,0
541,49665.633838,50.319213,2713.885075,0
542,65322.801068,41.454195,2739.71999,0
543,20598.926563,35.771154,3872.402468,0
544,55476.65698,52.089203,4733.50583,0
545,26218.494847,18.416236,3343.816358,1
546,40794.870227,38.040528,6519.43706,0
547,53719.65111,42.890102,1670.737893,0
548,20715.535635,27.530321,369.527739,0
549,57163.8524,53.54482,577.530782,0
550,33751.205313,25.301877,6494.184336,1
551,44832.56472,32.178263,1256.253538,0
552,51035.633455,58.994977,2889.880195,0
553,53493.486012,21.874746,5030.8288,0
554,58205.679995,56.837838,10035.603021,0
555,47439.940756,22.348419,7896.356942,1
556,47586.227714,42.275008,3343.056276,0
557,26100.851262,62.319165,960.137251,0
558,45326.403673,59.362512,5142.110837,0
559,24391.756235,47.035098,2198.144889,0
560,53741.371019,49.729433,6513.150125,0
561,40053.722267,27.93848,44.527246,0
562,53033.86413,38.45756,10427.470503,0
563,25176.502012,53.543409,3064.718488,0
564,31210.847017,54.104907,3853.088042,0
565,23532.276303,59.633737,1077.8404,0
566,63776.770786,43.810659,6697.971583,0
567,52278.765005,45.928972,4269.136035,0
568,56015.813216,32.50931,2275.763425,0
569,56110.939935,62.829415,9351.006131,0
570,57856.808235,33.682151,8824.164747,1
571,30187.091865,28.155084,4462.823258,1
572,30786.871926,47.068106,3563.319789,0
573,22279.299765,58.907328,3141.338536,0
574,42476.265533,46.438223,8334.182008,0
575,58147.799857,34.058645,3951.189747,0
576,36266.211867,55.542363,3206.927665,0
577,39045.497163,27.433221,1165.492158,0
578,64467.803685,63.400589,521.575701,0
579,36594.806674,60.912561,3492.334022,0
580,58797.762862,53.403434,8892.963303,0
581,66653.270931,19.887053,5180.71186,0
582,48271.49838,21.662341,6077.680287,1
583,30991.431924,34.010026,4589.267265,1
584,45446.518336,19.304692,8474.982464,1
585,37142.738891,50.303043,161.237551,0
586,58320.808893,20.257605,10033.49168,1
587,24825.540679,54.817466,3650.196352,0
588,20511.429436,27.196268,931.790074,0
589,48326.320893,35.652199,7168.707002,0
590,55441.358795,48.058599,10768.747839,0
591,60496.907919,33.945672,1115.154587,0
592,25296.154227,44.35609,1320.462443,0
593,50414.320319,56.194003,2468.171999,0
594,67984.040377,27.465281,1642.969471,0
595,50382.399773,57.096936,9183.842295,0
596,49413.298541,18.647853,2554.044352,0
597,61464.820644,36.408266,5099.08746,0
598,53784.049575,24.393554,2761.85138,0
599,35993.287927,41.875002,901.927711,0
600,63402.004684,47.223429,7530.767633,0
601,40484.971325,39.281433,1093.679203,0
602,26168.012274,41.94117,3040.98135,0
603,60044.281515,61.312654,6823.434443,0
604,23984.550945,51.141268,4622.275198,0
605,40359.701186,32.245008,1783.697326,0
606,33583.891082,62.130755,1251.867366,0
607,68038.792016,62.948129,10108.795849,0
608,45652.059272,53.674341,5408.212129,0
609,34399.209782,31.764889,6019.834423,1
610,57628.438917,23.986564,5021.639683,0
611,24294.676892,22.263096,4360.053009,1
612,52218.882511,37.542757,9792.091531,0
613,50061.767739,55.361042,6145.131817,0
614,49352.274223,57.542156,3362.774486,0
615,21087.355544,49.310634,3353.693571,0
616,23812.252684,42.765559,2716.655819,0
617,49395.166493,41.084909,5927.574676,0
618,33338.94399,46.598514,2929.851424,0
619,29668.32072,38.68374,2042.436463,0
620,45936.597202,41.99401,8525.231909,0
621,55948.067717,40.303015,8569.220573,0
622,53239.500714,63.515115,4606.156805,0
623,43694.034445,49.515036,5049.635509,0
624,24078.072496,38.491628,3276.139948,0
625,50258.553021,22.542841,1086.246165,0
626,41816.656832,48.917214,4534.575973,0
627,36892.716219,54.448425,6463.647751,0
628,23886.567615,34.442973,4440.419617,1
629,48757.765051,23.076035,1833.581051,0
630,34601.682662,33.850522,2430.101618,0
631,52986.004546,50.423763,4928.607034,0
632,50740.951025,21.721359,784.577312,0
633,53096.991398,36.350075,2663.052609,0
634,38500.000646,53.930691,7571.682318,0
635,41004.262357,55.849092,1016.141008,0
636,63585.36459,49.339927,1594.972682,0
637,31823.681055,30.983557,2290.430342,0
638,26242.633623,32.596832,1801.228195,0
639,63531.245994,19.329108,6917.508435,0
640,64751.146541,53.638203,2289.851251,0
641,31091.276305,50.895543,4071.083034,0
642,66871.267364,62.689364,3614.268185,0
643,25098.652828,51.647063,2611.848092,0
644,33720.589224,47.246626,1365.952209,0
645,28182.523295,25.52961,2285.956538,0
646,27334.569714,42.671194,2963.794432,0
647,68694.843182,23.081417,12731.894637,1
648,46195.621665,26.627198,2888.633728,0
649,34488.209854,27.13153,2156.314406,0
650,57827.6631,23.972968,10816.759009,1
651,20346.469053,35.716074,656.033188,0
652,60480.975795,53.428688,3216.094541,0
653,51915.679784,44.109103,2282.911022,0
654,54625.506983,31.696456,8619.745177,1
655,48305.42709,55.212536,4833.47747,0
656,28577.964513,21.42016,1639.225639,0
657,53400.827006,58.081688,10418.192976,0
658,43414.487892,44.453363,7170.946724,0
659,47526.234125,57.219592,8957.330544,0
660,46082.072163,55.158467,2921.235379,0
661,32195.592525,62.201659,4980.013585,0
662,49067.091295,60.544598,7258.968492,0
663,21293.477125,42.40494,1368.691922,0
664,52100.917387,23.181444,4767.277192,0
